文本序号	文本内容
122	空间表现我觉得足够家用了，我的身高也就178坐在车里头部空间也比较充足，后排的空间翘个二郎腿的话还是没有问题的，而且值得称赞的一点就是这个地板的隆起高度也是同级别中比较低的了，即使后排坐三个人也是可以的。还有就是这个全景的大天窗，看着很透亮，坐在后排没有一点压抑的感觉。老板键也是个不错的功能，一般媳妇儿开车的时候，我就坐在了后排，体验一下老板的感觉。
123	后排空间很舒服，空间也很宽敞将近4米9的车长.在空间方面也是完全够用的，身高1.8米的我一点都没有感觉车小！后排坐人也很宽松！后备箱的存储空间也很大！家用完全够用乘坐空间1.8个子坐进去头顶还有一拳多的距离。腿部空间后排有俩拳的距离！☆空间设计亮点后尾箱绝对是他的一大亮点！每次宝宝出门大包小包全靠它座椅后容纳空间座椅后的空间看起来没有什么用处，实际用处还是很大的、很多东西都可以用这个魔法口袋解决问题，尤其是一些文件类的魔法口袋大有用处
124	车子的空间还算是挺不错的吧，虽然没有特别大，但是我觉得是完全足够的，不论是储物空间还是乘车空间，对我们家来说还是挺不错，就车子乘车空间而言的话，坐5-6个人是非常轻松的，给人的活动范围真的相当的宽裕，空间利用率真的挺高的。
125	基本上坐这车的人都说舒服，我自己180觉得很宽敞，其他位置五个人满座妥妥的
126	这款车的空间配置，我真的是特别的喜欢，因为我平常是自己开车，所以对于主座椅的要求还是比较高的，这款车的主座椅有四种调节方式，无论是高矮胖瘦的人，都能够找到适合自己的位置。副驾驶的位置也可以调节座椅，所以我认为这样的方式是非常好的。后排座也比较的大，后备箱的空间也是足够的。平时如果带一些物品的话后排坐的人应该都拿到下，放在后备箱也是绰绰有余，所以这样的空间我个人肯定是满意的。
127	之前是一直开紧凑型的小轿车的，偶尔全家一起出门的时候一大家子都挤在里面，我是司机没有太大感觉，但是老妈每次下车都会哎呦一声，然后长长出一口气，现在换了凯美瑞后，车子坐5个人，一点拥挤感都没有，有时特殊的时候还会多挤上两个孩子，后备箱在我目测下空间也是够用的，但是我没有太多发言权，因为我平时基本用不到，现在里面也是就一些乱七八糟的小物件。
128	凯美瑞的空间还是很标准的，B级车怎么样空间都是没有问题的，前排不用多说，因为座椅可以随意调，调到自己最舒适的位置就好，主要是后排，也是够宽够大的，我感觉如果硬挤，挤上四个人是没有问题的，后备箱不能说太大，反正是够用的，只要没有特殊情况，平时是没有问题的。
129	整体空间都很大，乘坐5个大人完全没问题，头部和腿部的距离都也不错，不会感到特别的拥挤，后备箱空间也很大，一家人自驾出游的话不用担心行李放不下。驾驶舱空间
130	中型车表现中规中矩，没有迈腾的夸张，也没有雅阁的空间大法毒。但是绝对够有，主驾腿随意伸展头部空间不抵触，副驾还你葛优躺。乘坐空间前排调解到舒适驾驶位置，后排乘坐空间充裕放行李后备箱平整开口大，座椅可以比例放倒，不然怎么能称得上最强买菜车呢
131	空间表现来说，我觉得还是够用的。我的个子也不算太高，也就178左右，坐在前排头部也有余量，不会感觉顶头，压抑，这个视线也不错！这个还是全景的大天窗这个比小天窗看着舒服多了！坐在后排地板有点隆起，不是很平整，不过在同级别中这个也算比较低的了，还可以接受！就是中间那个人坐那也不会觉得脚没地方放！偶尔后排坐三个人的话也不会觉得拥挤，尴尬，这个还是可以坐下的！
132	整体的空间感还是很可以的，对我来说驾驶时头部空间都很充足，后排中间的凸起部位个人感觉不是很好，三个人时有点难受。整体的储物空间也是很大的。车内大大小小的储蓄空间还是很好的，后排的杯架也是很好的，后排座两人的时候还是惬意的，聊聊天空间充足。☆空间设计亮点在空间的设计我觉得还是非常的不错的，不像别的车把副驾驶做一个转折，让空间感不好，凯美瑞开起来空间更加的大！乘坐空间我身高173，驾驶的时候感觉很宽敞，头部空间很充足，平时没事喜欢和两三好友去游荡我们，对于后排座两三个人空间感觉也不是很挤，头部空间和腿部空间也是非常充足的！后备厢容积后备箱空间，表现还是不错的！平时出门放点东西真是绰绰有余，旅游放一些生活必需品，行李箱等都是完全没问题的。
133	一如既往，凯美瑞的空间一直都很不错，后座也不会让人觉得窄，前膝有不少的空间，车厢内的置物空间设置的相当合理，手枕下面的箱一打开你会发现它非常大和深，甚至本上，空间是因有尽有的。乘坐空间身高178，体重131的我，可能是因为不胖，在驾驶位上坐着刚刚好，空间也足够。家人乘坐评价家人都是偏瘦的，所以坐着也没有太大抱怨吧。
134	主驾驶中控设计的很贴心，有个隐藏的地方，不知道的都找不到，中控储物箱打开空间很大可以放好多东西呢，买了车，家里人回来都要我接，哎都要坐下新鲜感，只要是做了我的车都说坐着很舒服，后面坐着160-180的人，都不挤，可想空间很不错哦，后备箱也很大，可以放下很多的东西
135	很喜欢凯美瑞这车的舒适大气的空间，尤其是前排空间的舒适性太高了，像我这样182cm体重89kg的体格，坐进去一点也不憋屈压抑，而且完全不会影响到后排空间，后备箱空间也非常大的，能装三个行李箱也没有问题的，不管和家人出门还有自驾游的话这车完全够用的，而且储物格也很到位的，很多小杂物都可以放得稳稳当当的，水杯，手套，眼镜还有手机，手套箱的空间也不小，能放很多小杂物呢。
136	前后排座位正常调节的距离坐着非常舒适，腿部空间及头部空间，对于180的我来说都非常够用，而且全家出行都是我妈爸和儿子在后排，完全够用，后备箱会放一些我们出行必备的东西，足够后排扶手及空间乘坐空间180，体重149斤，后排空间非常宽敞，头部距离也很大，完全没有压抑的感觉后排空间头部空间
137	整体车的空间相当充足的，前排空间和后排空间都够用，平时坐在车里面，人活动的空间比较多，另外后排空间我要称赞一下，感觉后排空间挺大的，尤其是腿部空间特别充足，中间的凸起也不是很高，就算并排坐三个人也不会觉得有拥挤，稍微对它空间有一点点不满意的就是感觉没有地方放手机，因为一般开车的时候，也会用到手机，放到远了不方便拿，中控那两个圆形的放水杯的桶也不太方便放手机，放到扶手箱里面吧，又觉得不能随时用，也不方便。后备箱的空间倒是挺大的，感觉我们一家人用，尤其是出去玩爬山用也足够了，就算带上锅碗瓢盆之类的也很充足。
138	像我们这个年龄阶段不光是追求凯美瑞的颜值，凯美瑞的舒适大空间才是我们最终的选择，从长度到高度还有轴距的设计都是比较合理的，储物格和空间利用率也很好，后备箱的空间也比较大，不光可以放大的行李箱还可以放婴儿车，真的优点说都说不完，但是像凯美瑞这种集颜值与舒适的大空间于一体的车子，真的是令人欣喜若狂
139	空间就是大,主驾活动空间大,副驾坐着腿都能伸直,再也没有拥挤的感觉,后排空间也是我看重的地方,调整好前排座椅,后排腿部还有很大的活动空间,后排坐三个大人都不觉得拥挤,中间座椅也挺好的.后备箱空间也是真够大,开学送小孩到学校,放了一个装满被子的大包,放了一个装衣服的大箱子,还有空间.后排腿部空间后排中间拍的空间后排拍的前排副驾空间
140	这个车的空间，先说一下储物空间，储物空间算是比较丰富的，平时放些小东西都比较方便，乘坐空间上前排后排都比较宽松，尤其是后排坐三个人也没有什么压力，不会让人觉得坐在后排不自在，像这样的车，它的空间设置很符合现在的二胎家庭，所以我觉得大部分人买车都会选择这样类型的车。
